"Probe_IDs"	"Symbols"	"Entrez_IDs"	"CHR"	"Ensembl_IDs"	"Start.Pos"	"End.Pos"
"6474"	"ILMN_1777513"	"ACAP1"	"9744"	"17"	"ENSG00000072818"	"7336529"	"7351477"
"6475"	"ILMN_1777521"	"GLUD2"	"2747"	"X"	"ENSG00000182890"	"121047610"	"121050094"
"6476"	"ILMN_1777526"	"MED20"	"9477"	"6"	"ENSG00000124641"	"41905354"	"41921139"
"6477"	"ILMN_1777528"	"NCBP1"	"4686"	"9"	"ENSG00000136937"	"97633668"	"97673748"
"6478"	"ILMN_1777584"	"KARS1"	"3735"	"16"	"ENSG00000065427"	"75627474"	"75648643"
"6479"	"ILMN_1777614"	""	NA	"14"	"ENSG00000259084"	"95663256"	"95692630"
"6480"	"ILMN_1777660"	"RNF144A"	"9781"	"2"	"ENSG00000151692"	"6917412"	"7068286"
"6481"	"ILMN_1777663"	"TOP2B"	"7155"	"3"	"ENSG00000077097"	"25597905"	"25664907"
"6482"	"ILMN_1777708"	"CARMIL3"	"90668"	"14"	"ENSG00000186648"	"24052009"	"24069729"
"6483"	"ILMN_1777721"	"MAPRE1"	"22919"	"20"	"ENSG00000101367"	"32819954"	"32850405"
"6484"	"ILMN_1777725"	"LSM14B"	"149986"	"20"	"ENSG00000149657"	"62122461"	"62135374"
"6485"	"ILMN_1777740"	"THEM6"	"51337"	"8"	"ENSG00000130193"	"142727223"	"142736927"
"6486"	"ILMN_1777745"	"FAM133B"	"257415"	"7"	"ENSG00000234545"	"92560758"	"92590393"
"6487"	"ILMN_1777765"	"C12orf10"	"60314"	"12"	"ENSG00000139637"	"53299695"	"53307177"
"6488"	"ILMN_1777794"	"PRKCSH"	"5589"	"19"	"ENSG00000130175"	"11435288"	"11450968"
"6489"	"ILMN_1777811"	"URGCP"	"55665"	"7"	"ENSG00000106608"	"43875894"	"43926411"
"6490"	"ILMN_1777881"	"TSPAN17"	"26262"	"5"	"ENSG00000048140"	"176647387"	"176659054"
"6491"	"ILMN_1777895"	"LRRC37B"	"114659"	"17"	"ENSG00000185158"	"32007872"	"32053504"
"6492"	"ILMN_1777906"	"MAP7D1"	"55700"	"1"	"ENSG00000116871"	"36155579"	"36180849"
"6493"	"ILMN_1777913"	"CDK8"	"1024"	"13"	"ENSG00000132964"	"26254104"	"26405238"
"6494"	"ILMN_1777917"	"DSCR10"	NA	"21"	"ENSG00000233316"	"38206156"	"38208644"
"6495"	"ILMN_1777934"	"MORN3"	"283385"	"12"	"ENSG00000139714"	"121648742"	"121672631"
"6496"	"ILMN_1777982"	"USF1"	"7391"	"1"	"ENSG00000158773"	"161039251"	"161045977"
"6497"	"ILMN_1777998"	"ARHGAP25"	"9938"	"2"	"ENSG00000163219"	"68679601"	"68826833"
"6498"	"ILMN_1778010"	"IL32"	"9235"	"16"	"ENSG00000008517"	"3065297"	"3082192"
"6499"	"ILMN_1778032"	"SURF6"	"6838"	"9"	"ENSG00000148296"	"133328776"	"133336188"
"6500"	"ILMN_1778053"	"SLC39A7"	"7922"	"CHR_HSCHR6_MHC_COX_CTG1"	"ENSG00000226614"	"33122069"	"33126063"
"6501"	"ILMN_1778064"	"FICD"	"11153"	"12"	"ENSG00000198855"	"108515277"	"108525837"
"6502"	"ILMN_1778078"	"VPS16"	"64601"	"20"	"ENSG00000215305"	"2840703"	"2866732"
"6503"	"ILMN_1778121"	"CALN1"	"83698"	"7"	"ENSG00000183166"	"71779491"	"72447151"
"6504"	"ILMN_1778144"	"SLC48A1"	"55652"	"12"	"ENSG00000211584"	"47753916"	"47782751"
"6505"	"ILMN_1778152"	"FIGNL1"	"63979"	"7"	"ENSG00000132436"	"50444128"	"50542535"
"6506"	"ILMN_1778161"	"DNAJC25"	"548645"	"9"	"ENSG00000059769"	"111631334"	"111654351"
"6507"	"ILMN_1778168"	"ELMO2"	"63916"	"20"	"ENSG00000062598"	"46366050"	"46432985"
"6508"	"ILMN_1778173"	"AK3"	"50808"	"9"	"ENSG00000147853"	"4709556"	"4742043"
"6509"	"ILMN_1778203"	"CLN5"	"1203"	"13"	"ENSG00000102805"	"76990660"	"77019143"
"6510"	"ILMN_1778226"	"EXTL3"	"2137"	"8"	"ENSG00000012232"	"28600469"	"28755599"
"6511"	"ILMN_1778236"	"PTPN11"	"5781"	"12"	"ENSG00000179295"	"112418351"	"112509918"
"6512"	"ILMN_1778238"	"UTP6"	"55813"	"17"	"ENSG00000108651"	"31860904"	"31901708"
"6513"	"ILMN_1778240"	"GFOD1"	"54438"	"6"	"ENSG00000145990"	"13357830"	"13487662"
"6514"	"ILMN_1778242"	"CALM1"	"801"	"14"	"ENSG00000198668"	"90396502"	"90408268"
"6515"	"ILMN_1778255"	"FARSA"	"2193"	"19"	"ENSG00000179115"	"12922479"	"12934037"
"6516"	"ILMN_1778267"	"RGS6"	"9628"	"14"	"ENSG00000182732"	"71932429"	"72566530"
"6517"	"ILMN_1778347"	"NUDT2"	"318"	"9"	"ENSG00000164978"	"34329506"	"34343711"
"6518"	"ILMN_1778360"	"PYGB"	"5834"	"20"	"ENSG00000100994"	"25248085"	"25298012"
"6519"	"ILMN_1778371"	"KYAT3"	"56267"	"1"	"ENSG00000137944"	"88935773"	"88992953"
"6520"	"ILMN_1778374"	"BSG"	"682"	"19"	"ENSG00000172270"	"571277"	"583493"
"6521"	"ILMN_1778444"	"FKBP5"	"2289"	"6"	"ENSG00000096060"	"35573585"	"35728583"
"6522"	"ILMN_1778457"	"IL18"	"3606"	"11"	"ENSG00000150782"	"112143253"	"112164096"
"6523"	"ILMN_1778488"	"WDR41"	"55255"	"5"	"ENSG00000164253"	"77425970"	"77620611"
"6524"	"ILMN_1778523"	"KLF9"	"687"	"9"	"ENSG00000119138"	"70384597"	"70414624"
"6525"	"ILMN_1778557"	"CDK13"	"8621"	"7"	"ENSG00000065883"	"39950121"	"40099580"
"6526"	"ILMN_1778560"	"ZNF3"	"7551"	"7"	"ENSG00000166526"	"100064033"	"100082548"
"6527"	"ILMN_1778561"	"WEE1"	"7465"	"11"	"ENSG00000166483"	"9573670"	"9593457"
"6528"	"ILMN_1778575"	"WNT7A"	"7476"	"3"	"ENSG00000154764"	"13816258"	"13880071"
"6529"	"ILMN_1778587"	"PPP2R2D"	"55844"	"10"	"ENSG00000175470"	"131901008"	"131959834"
"6530"	"ILMN_1778611"	"NIPSNAP2"	"2631"	"7"	"ENSG00000146729"	"55951793"	"56000181"
"6531"	"ILMN_1778617"	"TAF9"	"6880"	"CHR_HSCHR5_2_CTG1_1"	"ENSG00000276463"	"69364756"	"69370027"
"6532"	"ILMN_1778625"	"CD44"	"960"	"11"	"ENSG00000026508"	"35138870"	"35232402"
"6533"	"ILMN_1778662"	"DIP2A"	"23181"	"21"	"ENSG00000160305"	"46458891"	"46570015"
"6534"	"ILMN_1778668"	"TAGLN"	"6876"	"11"	"ENSG00000149591"	"117199370"	"117207464"
"6535"	"ILMN_1778673"	"GOLGA7"	"51125"	"8"	"ENSG00000147533"	"41490396"	"41510980"
"6536"	"ILMN_1778677"	"MRS2"	"57380"	"6"	"ENSG00000124532"	"24402908"	"24426194"
"6537"	"ILMN_1778681"	"EBF1"	"1879"	"5"	"ENSG00000164330"	"158695916"	"159099916"
"6538"	"ILMN_1778684"	"BABAM2"	"9577"	"2"	"ENSG00000158019"	"27889941"	"28338901"
"6539"	"ILMN_1778723"	"JAML"	"120425"	"11"	"ENSG00000160593"	"118193725"	"118225094"
"6540"	"ILMN_1778755"	"TRIL"	"9865"	"7"	"ENSG00000255690"	"28953358"	"28958330"
"6541"	"ILMN_1778836"	"SRSF7"	"6432"	"2"	"ENSG00000115875"	"38743599"	"38751494"
"6542"	"ILMN_1778845"	"FAM111A"	"63901"	"11"	"ENSG00000166801"	"59142748"	"59155039"
"6543"	"ILMN_1778876"	"TOGARAM1"	"23116"	"14"	"ENSG00000198718"	"44962190"	"45074431"
"6544"	"ILMN_1778917"	"CDK7"	"1022"	"CHR_HSCHR5_2_CTG1_1"	"ENSG00000277273"	"69234793"	"69277413"
"6545"	"ILMN_1778951"	"MTRES1"	"51250"	"6"	"ENSG00000130349"	"107028199"	"107051586"
"6546"	"ILMN_1778956"	"STS"	"412"	"X"	"ENSG00000101846"	"7147237"	"7804358"
"6547"	"ILMN_1778964"	"CLIC5"	"53405"	"6"	"ENSG00000112782"	"45880827"	"46080348"
"6548"	"ILMN_1778977"	"TYROBP"	"7305"	"19"	"ENSG00000011600"	"35904401"	"35908295"
"6549"	"ILMN_1778985"	"PRMT9"	"90826"	"4"	"ENSG00000164169"	"147637785"	"147684163"
"6550"	"ILMN_1778991"	"NFIB"	"4781"	"9"	"ENSG00000147862"	"14081843"	"14398983"
"6551"	"ILMN_1779014"	"TSPYL1"	"7259"	"6"	"ENSG00000189241"	"116267760"	"116279930"
"6552"	"ILMN_1779015"	"ZNF467"	"168544"	"7"	"ENSG00000181444"	"149764182"	"149773588"
"6553"	"ILMN_1779034"	"NADSYN1"	"55191"	"11"	"ENSG00000172890"	"71453109"	"71524107"
"6554"	"ILMN_1779040"	"INO80B"	"83444"	"2"	"ENSG00000115274"	"74455087"	"74457944"
"6555"	"ILMN_1779064"	"KLC2"	"64837"	"11"	"ENSG00000174996"	"66257294"	"66267860"
"6556"	"ILMN_1779070"	"APOL4"	"80832"	"22"	"ENSG00000100336"	"36189124"	"36204840"
"6557"	"ILMN_1779071"	"FEZ1"	"9638"	"11"	"ENSG00000149557"	"125442881"	"125592568"
"6558"	"ILMN_1779163"	"AAMDC"	"28971"	"11"	"ENSG00000087884"	"77821109"	"77918432"
"6559"	"ILMN_1779171"	"SGSM2"	"9905"	"17"	"ENSG00000141258"	"2337498"	"2381058"
"6560"	"ILMN_1779177"	"U2AF1L4"	"199746"	"19"	"ENSG00000161265"	"35742464"	"35745445"
"6561"	"ILMN_1779182"	"TMEM98"	"26022"	"17"	"ENSG00000006042"	"32927910"	"32945106"
"6562"	"ILMN_1779185"	"SPECC1L"	"23384"	"22"	"ENSG00000100014"	"24270817"	"24417739"
"6563"	"ILMN_1779213"	"TFG"	"10342"	"3"	"ENSG00000114354"	"100709331"	"100748964"
"6564"	"ILMN_1779228"	"CDH2"	"1000"	"18"	"ENSG00000170558"	"27950966"	"28177130"
"6565"	"ILMN_1779252"	"TRIM22"	"10346"	"11"	"ENSG00000132274"	"5689697"	"5737089"
"6566"	"ILMN_1779279"	"MAPK1IP1L"	"93487"	"14"	"ENSG00000168175"	"55051647"	"55070194"
"6567"	"ILMN_1779304"	"CRYGA"	"1418"	"2"	"ENSG00000168582"	"208160740"	"208163589"
"6568"	"ILMN_1779324"	"GZMA"	"3001"	"5"	"ENSG00000145649"	"55102646"	"55110252"
"6569"	"ILMN_1779341"	"ZNF630"	"57232"	"X"	"ENSG00000221994"	"47983356"	"48071658"
"6570"	"ILMN_1779353"	"PUS7"	"54517"	"7"	"ENSG00000091127"	"105439661"	"105522271"
"6571"	"ILMN_1779356"	"TP53"	"7157"	"17"	"ENSG00000141510"	"7661779"	"7687550"
"6572"	"ILMN_1779376"	"GSK3B"	"2932"	"3"	"ENSG00000082701"	"119821321"	"120094447"
"6573"	"ILMN_1779381"	"SEC61A2"	"55176"	"10"	"ENSG00000065665"	"12129637"	"12169961"
"6574"	"ILMN_1779399"	"SNRPA"	"6626"	"19"	"ENSG00000077312"	"40750637"	"40765389"
"6575"	"ILMN_1779401"	"CHP1"	"11261"	"15"	"ENSG00000187446"	"41230839"	"41281887"
"6576"	"ILMN_1779404"	"PUF60"	"22827"	"CHR_HSCHR8_3_CTG7"	"ENSG00000274081"	"143803351"	"143816310"
"6577"	"ILMN_1779416"	"SCUBE2"	"57758"	"11"	"ENSG00000175356"	"9019498"	"9138114"
"6578"	"ILMN_1779423"	"MRPS14"	"63931"	"1"	"ENSG00000120333"	"175010789"	"175023425"
"6579"	"ILMN_1779448"	"EFHD1"	"80303"	"2"	"ENSG00000115468"	"232606057"	"232682780"
"6580"	"ILMN_1779492"	"SMURF1"	"57154"	"7"	"ENSG00000198742"	"99027438"	"99144100"
"6581"	"ILMN_1779512"	"AP4M1"	"9179"	"7"	"ENSG00000221838"	"100101549"	"100110345"
"6582"	"ILMN_1779517"	"RASEF"	"158158"	"9"	"ENSG00000165105"	"82979590"	"83063177"
"6583"	"ILMN_1779530"	"COG6"	"57511"	"13"	"ENSG00000133103"	"39655627"	"39791665"
"6584"	"ILMN_1779558"	"GAS6"	"2621"	"13"	"ENSG00000183087"	"113820549"	"113864076"
"6585"	"ILMN_1779584"	"UTP18"	"51096"	"17"	"ENSG00000011260"	"51260546"	"51297936"
"6586"	"ILMN_1779600"	"DSTYK"	"25778"	"1"	"ENSG00000133059"	"205142505"	"205211702"
"6587"	"ILMN_1779616"	"SUCLG1"	"8802"	"2"	"ENSG00000163541"	"84423528"	"84460045"
"6588"	"ILMN_1779648"	"H2AW"	"92815"	"1"	"ENSG00000181218"	"228456979"	"228457873"
"6589"	"ILMN_1779674"	"PTPRG"	"5793"	"3"	"ENSG00000144724"	"61561569"	"62297609"
"6590"	"ILMN_1779677"	"TUT7"	"79670"	"9"	"ENSG00000083223"	"86287733"	"86354454"
"6591"	"ILMN_1779706"	"TP53BP2"	"7159"	"1"	"ENSG00000143514"	"223779893"	"223845954"
"6592"	"ILMN_1779711"	"DTL"	"51514"	"1"	"ENSG00000143476"	"212035553"	"212107400"
"6593"	"ILMN_1779735"	"LAMTOR4"	"389541"	"7"	"ENSG00000188186"	"100148907"	"100155944"
"6594"	"ILMN_1779800"	"MARK1"	"4139"	"1"	"ENSG00000116141"	"220528136"	"220664461"
"6595"	"ILMN_1779813"	"CIAO2B"	"51647"	"16"	"ENSG00000166595"	"66932065"	"66934423"
"6596"	"ILMN_1779828"	"EDEM1"	"9695"	"3"	"ENSG00000134109"	"5187646"	"5219958"
"6597"	"ILMN_1779835"	"ARL6IP4"	"51329"	"12"	"ENSG00000182196"	"122980060"	"122982913"
"6598"	"ILMN_1779875"	"THY1"	"7070"	"11"	"ENSG00000154096"	"119415476"	"119424985"
"6599"	"ILMN_1779886"	"TBC1D14"	"57533"	"4"	"ENSG00000132405"	"6909242"	"7033118"
"6600"	"ILMN_1780057"	"RENBP"	"5973"	"X"	"ENSG00000102032"	"153935269"	"153944687"
"6601"	"ILMN_1780060"	"FCN3"	"8547"	"1"	"ENSG00000142748"	"27369112"	"27374824"
"6602"	"ILMN_1780141"	"SARAF"	"51669"	"8"	"ENSG00000133872"	"30063003"	"30083208"
"6603"	"ILMN_1780153"	"QTRT1"	"81890"	"19"	"ENSG00000213339"	"10701430"	"10713437"
"6604"	"ILMN_1780170"	"APOD"	"347"	"3"	"ENSG00000189058"	"195568705"	"195584033"
"6605"	"ILMN_1780188"	"B3GALNT2"	"148789"	"1"	"ENSG00000162885"	"235447190"	"235504452"
"6606"	"ILMN_1780189"	"PSMC5"	"5705"	"17"	"ENSG00000087191"	"63827152"	"63832026"
"6607"	"ILMN_1780236"	"PMM1"	"5372"	"22"	"ENSG00000100417"	"41576900"	"41589871"
"6608"	"ILMN_1780291"	"NFAT5"	"10725"	"16"	"ENSG00000102908"	"69565094"	"69704666"
"6609"	"ILMN_1780302"	"DYNC1H1"	"1778"	"14"	"ENSG00000197102"	"101964573"	"102056443"
"6610"	"ILMN_1780315"	"PUSL1"	"126789"	"1"	"ENSG00000169972"	"1308597"	"1311677"
"6611"	"ILMN_1780334"	"KCNJ2"	"3759"	"17"	"ENSG00000123700"	"70168673"	"70180044"
"6612"	"ILMN_1780533"	"RNASE6"	"6039"	"14"	"ENSG00000169413"	"20781268"	"20782467"
"6613"	"ILMN_1780546"	"OSM"	"5008"	"22"	"ENSG00000099985"	"30262829"	"30266851"
"6614"	"ILMN_1780582"	"CD83"	"9308"	"6"	"ENSG00000112149"	"14117256"	"14136918"
"6615"	"ILMN_1780598"	"PIAS1"	"8554"	"15"	"ENSG00000033800"	"68054179"	"68198603"
"6616"	"ILMN_1780667"	"POC1A"	"25886"	"3"	"ENSG00000164087"	"52075226"	"52154690"
"6617"	"ILMN_1780671"	"PLEKHG3"	"26030"	"14"	"ENSG00000126822"	"64704102"	"64750249"
"6618"	"ILMN_1780693"	"HSD3B1"	"3283"	"1"	"ENSG00000203857"	"119507198"	"119515054"
"6619"	"ILMN_1780698"	"ZFYVE19"	"84936"	"15"	"ENSG00000166140"	"40807086"	"40815084"
"6620"	"ILMN_1780699"	"THAP11"	"57215"	"16"	"ENSG00000168286"	"67842320"	"67844195"
"6621"	"ILMN_1780756"	"RBM23"	"55147"	"14"	"ENSG00000100461"	"22893204"	"22919182"
"6622"	"ILMN_1780769"	"TUBB4B"	"10383"	"9"	"ENSG00000188229"	"137241287"	"137243707"
"6623"	"ILMN_1780799"	"ENPP2"	"5168"	"8"	"ENSG00000136960"	"119557086"	"119673453"
"6624"	"ILMN_1780825"	"RRAS"	"6237"	"19"	"ENSG00000126458"	"49635292"	"49640143"
"6625"	"ILMN_1780898"	"PRKCH"	"5583"	"14"	"ENSG00000027075"	"61187559"	"61550976"
"6626"	"ILMN_1780937"	"MUS81"	"80198"	"11"	"ENSG00000172732"	"65857126"	"65867653"
"6627"	"ILMN_1780940"	"PPP2R5D"	"5528"	"6"	"ENSG00000112640"	"42984553"	"43012342"
"6628"	"ILMN_1780987"	"RFXANK"	"8625"	"19"	"ENSG00000064490"	"19192229"	"19201869"
"6629"	"ILMN_1781010"	"ARHGEF3"	"50650"	"3"	"ENSG00000163947"	"56727418"	"57079329"
"6630"	"ILMN_1781028"	"ZMYM5"	"9205"	"13"	"ENSG00000132950"	"19823482"	"19863649"
"6631"	"ILMN_1781039"	"VPS26A"	"9559"	"10"	"ENSG00000122958"	"69123512"	"69174412"
"6632"	"ILMN_1781045"	"FXYD6-FXYD2"	"100533181"	"11"	"ENSG00000255245"	"117820163"	"117876667"
"6633"	"ILMN_1781097"	"UBXN4"	"23190"	"2"	"ENSG00000144224"	"135741734"	"135785056"
"6634"	"ILMN_1781102"	"VCPKMT"	"79609"	"14"	"ENSG00000100483"	"50108632"	"50116600"
"6635"	"ILMN_1781104"	"MAP2K7"	"5609"	"19"	"ENSG00000076984"	"7903843"	"7914478"
"6636"	"ILMN_1781121"	"TWISTNB"	"221830"	"7"	"ENSG00000105849"	"19695461"	"19709037"
"6637"	"ILMN_1781135"	"STAM2"	"10254"	"2"	"ENSG00000115145"	"152116801"	"152175763"
"6638"	"ILMN_1781149"	"INMT"	"11185"	"7"	"ENSG00000241644"	"30697985"	"30757602"
"6639"	"ILMN_1781151"	"ARMC8"	"25852"	"3"	"ENSG00000114098"	"138187248"	"138298384"
"6640"	"ILMN_1781155"	"LYN"	"4067"	"8"	"ENSG00000254087"	"55879835"	"56014169"
"6641"	"ILMN_1781174"	"CEP162"	"22832"	"6"	"ENSG00000135315"	"84124241"	"84227643"
"6642"	"ILMN_1781184"	"MYBPC3"	"4607"	"11"	"ENSG00000134571"	"47331406"	"47352702"
"6643"	"ILMN_1781198"	"PPP1R3D"	"5509"	"20"	"ENSG00000132825"	"59936663"	"59940305"
"6644"	"ILMN_1781231"	"SLC25A38"	"54977"	"3"	"ENSG00000144659"	"39383370"	"39397351"
"6645"	"ILMN_1781261"	"GH1"	"2688"	"17"	"ENSG00000259384"	"63917200"	"63918839"
"6646"	"ILMN_1781276"	"TMCO4"	"255104"	"1"	"ENSG00000162542"	"19682213"	"19799945"
"6647"	"ILMN_1781285"	"DUSP1"	"1843"	"5"	"ENSG00000120129"	"172768096"	"172771195"
"6648"	"ILMN_1781290"	"RHOA-IT1"	NA	"3"	"ENSG00000235908"	"49365145"	"49367006"
"6649"	"ILMN_1781360"	"MPHOSPH6"	"10200"	"16"	"ENSG00000135698"	"82147798"	"82170224"
"6650"	"ILMN_1781373"	"IFIH1"	"64135"	"2"	"ENSG00000115267"	"162267074"	"162318684"
"6651"	"ILMN_1781374"	"TUFT1"	"7286"	"1"	"ENSG00000143367"	"151540305"	"151583583"
"6652"	"ILMN_1781386"	"WIPI1"	"55062"	"17"	"ENSG00000070540"	"68420948"	"68457513"
"6653"	"ILMN_1781431"	"GLCCI1"	"113263"	"7"	"ENSG00000106415"	"7968796"	"8094272"
"6654"	"ILMN_1781457"	"TIPRL"	"261726"	"1"	"ENSG00000143155"	"168178962"	"168202109"
"6655"	"ILMN_1781472"	"CDC42BPA"	"8476"	"1"	"ENSG00000143776"	"226989865"	"227318474"
"6656"	"ILMN_1781479"	"SUV39H1"	"6839"	"X"	"ENSG00000101945"	"48695554"	"48709016"
"6657"	"ILMN_1781514"	"PCDH17"	"27253"	"13"	"ENSG00000118946"	"57631744"	"57729311"
"6658"	"ILMN_1781516"	"SUPT16H"	"11198"	"14"	"ENSG00000092201"	"21351476"	"21384019"
"6659"	"ILMN_1781517"	"LIPF"	"8513"	"10"	"ENSG00000182333"	"88664441"	"88678814"
"6660"	"ILMN_1781526"	"PPP1R8"	"5511"	"1"	"ENSG00000117751"	"27830782"	"27851676"
"6661"	"ILMN_1781536"	"FAH"	"2184"	"15"	"ENSG00000103876"	"80152490"	"80186946"
"6662"	"ILMN_1781560"	"ST3GAL6"	"10402"	"3"	"ENSG00000064225"	"98732236"	"98821201"
"6663"	"ILMN_1781565"	"TLNRD1"	"59274"	"15"	"ENSG00000140406"	"81000923"	"81005788"
"6664"	"ILMN_1781580"	"BRI3"	"25798"	"7"	"ENSG00000164713"	"98252379"	"98310441"
"6665"	"ILMN_1781623"	"TEX264"	"51368"	"3"	"ENSG00000164081"	"51662693"	"51704323"
"6666"	"ILMN_1781626"	"C1S"	"716"	"12"	"ENSG00000182326"	"6988259"	"7071032"
"6667"	"ILMN_1781628"	"SURF2"	"6835"	"9"	"ENSG00000148291"	"133356550"	"133361158"
"6668"	"ILMN_1781636"	"VWA1"	"64856"	"1"	"ENSG00000179403"	"1434861"	"1442882"
"6669"	"ILMN_1781638"	"HDDC3"	"374659"	"15"	"ENSG00000184508"	"90929968"	"90935196"
"6670"	"ILMN_1781672"	"GAB1"	"2549"	"4"	"ENSG00000109458"	"143336762"	"143474568"
"6671"	"ILMN_1781680"	"DAP3"	"7818"	"1"	"ENSG00000132676"	"155687960"	"155739010"
"6672"	"ILMN_1781691"	"TRAK2"	"66008"	"2"	"ENSG00000115993"	"201377207"	"201451500"
"6673"	"ILMN_1781700"	"IL18R1"	"8809"	"2"	"ENSG00000115604"	"102311529"	"102398775"
"6674"	"ILMN_1781721"	"DDX31"	"64794"	"9"	"ENSG00000125485"	"132592997"	"132670401"
"6675"	"ILMN_1781735"	"IGSF11"	"152404"	"3"	"ENSG00000144847"	"118900557"	"119146068"
"6676"	"ILMN_1781745"	"C9orf152"	"401546"	"9"	"ENSG00000188959"	"110190048"	"110208189"
"6677"	"ILMN_1781752"	"CLEC16A"	"23274"	"16"	"ENSG00000038532"	"10944564"	"11182186"
"6678"	"ILMN_1781761"	"ENPP4"	"22875"	"6"	"ENSG00000001561"	"46129989"	"46146688"
"6679"	"ILMN_1781791"	"PRRG1"	"5638"	"X"	"ENSG00000130962"	"37349275"	"37457295"
"6680"	"ILMN_1781795"	"ERH"	"2079"	"14"	"ENSG00000100632"	"69380128"	"69398299"
"6681"	"ILMN_1781803"	"FIZ1"	"84922"	"19"	"ENSG00000179943"	"55591376"	"55601970"
"6682"	"ILMN_1781906"	"RBM17"	"84991"	"10"	"ENSG00000134453"	"6089034"	"6117457"
"6683"	"ILMN_1781942"	"HMMR"	"3161"	"5"	"ENSG00000072571"	"163460203"	"163491941"
"6684"	"ILMN_1781943"	"FAM83D"	"81610"	"20"	"ENSG00000101447"	"38926312"	"38953106"
"6685"	"ILMN_1781966"	"EIF4HP2"	NA	"22"	"ENSG00000237977"	"30902219"	"30902781"
"6686"	"ILMN_1781983"	"AP1B1"	"162"	"22"	"ENSG00000100280"	"29327680"	"29423179"
"6687"	"ILMN_1781986"	"UQCR10"	"29796"	"22"	"ENSG00000184076"	"29767369"	"29770413"
"6688"	"ILMN_1781987"	"CDK5"	"1020"	"7"	"ENSG00000164885"	"151053815"	"151057897"
"6689"	"ILMN_1782015"	"FCRLB"	"127943"	"1"	"ENSG00000162746"	"161721563"	"161728143"
"6690"	"ILMN_1782021"	"ZNF707"	"286075"	"8"	"ENSG00000181135"	"143684452"	"143713898"
"6691"	"ILMN_1782034"	"ZXDA"	"7789"	"X"	"ENSG00000198205"	"57906708"	"57910820"
"6692"	"ILMN_1782045"	"FKBP4"	"2288"	"12"	"ENSG00000004478"	"2794970"	"2805423"
"6693"	"ILMN_1782050"	"CEBPD"	"1052"	"8"	"ENSG00000221869"	"47736913"	"47738164"
"6694"	"ILMN_1782069"	"TRAK1"	"22906"	"3"	"ENSG00000182606"	"42013802"	"42225890"
"6695"	"ILMN_1782079"	"ZFP3"	"124961"	"17"	"ENSG00000180787"	"5078467"	"5096374"
"6696"	"ILMN_1782095"	"FAM110A"	"83541"	"20"	"ENSG00000125898"	"833715"	"857463"
"6697"	"ILMN_1782110"	"ZBTB21"	"49854"	"21"	"ENSG00000173276"	"41986831"	"42010387"
"6698"	"ILMN_1782129"	"ZBED4"	"9889"	"22"	"ENSG00000100426"	"49853844"	"49890080"
"6699"	"ILMN_1782247"	"KAT2A"	"2648"	"17"	"ENSG00000108773"	"42113111"	"42121367"
"6700"	"ILMN_1782377"	"SMG1P2"	NA	"16"	"ENSG00000205534"	"29527568"	"29594966"
"6701"	"ILMN_1782385"	"POLR2A"	"5430"	"17"	"ENSG00000181222"	"7484366"	"7514616"
"6702"	"ILMN_1782389"	"LAD1"	"3898"	"1"	"ENSG00000159166"	"201380833"	"201399915"
"6703"	"ILMN_1782412"	"IRX2"	"153572"	"5"	"ENSG00000170561"	"2745845"	"2751677"
"6704"	"ILMN_1782419"	"GNG11"	"2791"	"7"	"ENSG00000127920"	"93921735"	"93928610"
"6705"	"ILMN_1782439"	"CNN3"	"1266"	"1"	"ENSG00000117519"	"94896949"	"94927223"
"6706"	"ILMN_1782459"	"OSBPL8"	"114882"	"12"	"ENSG00000091039"	"76351797"	"76559809"
"6707"	"ILMN_1782488"	"RNASEH2B"	"79621"	"13"	"ENSG00000136104"	"50909747"	"51024120"
"6708"	"ILMN_1782513"	"TRMT10B"	"158234"	"9"	"ENSG00000165275"	"37753803"	"37778972"
"6709"	"ILMN_1782551"	"E2F5"	"1875"	"8"	"ENSG00000133740"	"85177154"	"85217158"
"6710"	"ILMN_1782567"	"GUCY1B1"	"2983"	"4"	"ENSG00000061918"	"155758992"	"155807774"
"6711"	"ILMN_1782579"	"IMMT"	"10989"	"2"	"ENSG00000132305"	"86143932"	"86195770"
"6712"	"ILMN_1782609"	"STAG2"	"10735"	"X"	"ENSG00000101972"	"123960212"	"124422664"
"6713"	"ILMN_1782621"	"RPS12"	"6206"	"6"	"ENSG00000112306"	"132814569"	"132817564"
"6714"	"ILMN_1782633"	"BOLA2-SMG1P6"	"107282092"	"16"	"ENSG00000261740"	"29443230"	"29454651"
"6715"	"ILMN_1782635"	"YARS2"	"51067"	"12"	"ENSG00000139131"	"32727490"	"32755897"
"6716"	"ILMN_1782688"	"THNSL1"	"79896"	"10"	"ENSG00000185875"	"25016612"	"25026664"
"6717"	"ILMN_1782745"	"RBL1"	"5933"	"20"	"ENSG00000080839"	"36996349"	"37095997"
"6718"	"ILMN_1782748"	"FMNL1"	"752"	"17"	"ENSG00000184922"	"45221444"	"45247319"
"6719"	"ILMN_1782754"	"PAGE4"	"9506"	"X"	"ENSG00000101951"	"49829260"	"49834264"
"6720"	"ILMN_1782788"	"YBX3"	"8531"	"12"	"ENSG00000060138"	"10699089"	"10723323"
"6721"	"ILMN_1782795"	"SMPD4"	"55627"	"2"	"ENSG00000136699"	"130151392"	"130182750"
